snapshot_id,person_id,date_id,position_id,org_unit_id,location_id,company_id,is_active,employment_type,tenure_days,tenure_months,tenure_band
2064,441,20231231,31,20,26,1,1,Full-Time,318,10.4,6-12 months
2065,442,20231231,12,5,29,1,1,Contractor,3,0.1,0-90 days
2066,445,20231231,34,18,28,1,1,Full-Time,7,0.2,0-90 days
2067,456,20231231,32,18,16,1,1,Contractor,513,16.9,1-2 years
2068,457,20231231,34,18,10,1,1,Full-Time,290,9.5,6-12 months
2069,459,20231231,17,7,1,1,1,Full-Time,75,2.5,0-90 days
2070,461,20231231,34,19,10,1,1,Full-Time,628,20.6,1-2 years
2071,462,20231231,12,6,10,1,1,Full-Time,143,4.7,91-182 days
2072,465,20231231,12,5,18,1,1,Part-Time,540,17.7,1-2 years
2073,468,20231231,26,9,1,1,1,Full-Time,712,23.4,1-2 years
2074,471,20231231,10,2,1,1,1,Full-Time,341,11.2,6-12 months
2075,475,20231231,34,19,15,1,1,Full-Time,1410,46.3,3-5 years
2076,487,20231231,14,5,18,1,1,Part-Time,129,4.2,91-182 days
2077,3,20240131,22,10,16,1,1,Contractor,825,27.1,2-3 years
2078,8,20240131,13,6,29,1,1,Full-Time,676,22.2,1-2 years
2079,13,20240131,3,12,3,1,1,Part-Time,380,12.5,1-2 years
2080,23,20240131,5,17,14,1,1,Full-Time,507,16.7,1-2 years
2081,27,20240131,31,18,24,1,1,Full-Time,30,1.0,0-90 days
2082,29,20240131,25,9,1,1,1,Full-Time,332,10.9,6-12 months
2083,31,20240131,26,9,16,1,1,Full-Time,535,17.6,1-2 years
2084,34,20240131,23,9,1,1,1,Full-Time,758,24.9,2-3 years
2085,35,20240131,32,18,8,1,1,Full-Time,237,7.8,6-12 months
2086,36,20240131,26,10,30,1,1,Full-Time,245,8.0,6-12 months
2087,37,20240131,11,2,10,1,1,Full-Time,378,12.4,1-2 years
2088,38,20240131,28,18,24,1,1,Full-Time,432,14.2,1-2 years
2089,40,20240131,19,7,2,1,1,Full-Time,72,2.4,0-90 days
2090,42,20240131,15,3,29,1,1,Contractor,727,23.9,1-2 years
2091,45,20240131,33,20,24,1,1,Full-Time,644,21.2,1-2 years
2092,50,20240131,11,5,3,1,1,Full-Time,30,1.0,0-90 days
2093,57,20240131,25,10,4,1,1,Part-Time,1304,42.8,3-5 years
2094,58,20240131,34,20,20,1,1,Contractor,1317,43.3,3-5 years
2095,61,20240131,33,18,22,1,1,Full-Time,21,0.7,0-90 days
2096,64,20240131,31,19,26,1,1,Part-Time,374,12.3,1-2 years
2097,72,20240131,10,2,2,1,1,Part-Time,180,5.9,91-182 days
2098,75,20240131,10,2,3,1,1,Part-Time,665,21.8,1-2 years
2099,76,20240131,14,6,2,1,1,Full-Time,51,1.7,0-90 days
2100,79,20240131,11,2,1,1,1,Full-Time,163,5.4,91-182 days
2101,82,20240131,33,18,11,1,1,Full-Time,12,0.4,0-90 days
2102,95,20240131,20,7,1,1,1,Full-Time,21,0.7,0-90 days
2103,97,20240131,3,15,7,1,1,Part-Time,211,6.9,6-12 months
2104,99,20240131,27,10,29,1,1,Full-Time,557,18.3,1-2 years
2105,100,20240131,5,15,25,1,1,Part-Time,197,6.5,6-12 months
2106,101,20240131,19,8,1,1,1,Full-Time,923,30.3,2-3 years
2107,104,20240131,5,11,23,1,1,Full-Time,249,8.2,6-12 months
2108,107,20240131,19,8,3,1,1,Full-Time,685,22.5,1-2 years
2109,112,20240131,4,14,10,1,1,Full-Time,760,25.0,2-3 years
2110,115,20240131,14,6,29,1,1,Full-Time,626,20.6,1-2 years
2111,119,20240131,3,16,26,1,1,Contractor,902,29.6,2-3 years
2112,124,20240131,2,17,4,1,1,Contractor,1121,36.8,3-5 years
2113,125,20240131,5,16,15,1,1,Full-Time,544,17.9,1-2 years
2114,130,20240131,27,10,4,1,1,Full-Time,130,4.3,91-182 days
2115,142,20240131,19,3,10,1,1,Full-Time,9,0.3,0-90 days
2116,153,20240131,7,13,4,1,1,Part-Time,1679,55.2,3-5 years
2117,154,20240131,7,14,6,1,1,Contractor,738,24.2,2-3 years
2118,157,20240131,2,14,23,1,1,Part-Time,47,1.5,0-90 days
2119,163,20240131,19,3,29,1,1,Full-Time,1042,34.2,2-3 years
2120,165,20240131,17,8,1,1,1,Full-Time,342,11.2,6-12 months
2121,174,20240131,13,2,30,1,1,Part-Time,569,18.7,1-2 years
2122,180,20240131,6,16,4,1,1,Full-Time,271,8.9,6-12 months
2123,183,20240131,18,8,30,1,1,Full-Time,529,17.4,1-2 years
2124,188,20240131,18,3,2,1,1,Full-Time,341,11.2,6-12 months
2125,193,20240131,18,7,3,1,1,Full-Time,443,14.6,1-2 years
2126,194,20240131,34,18,17,1,1,Full-Time,235,7.7,6-12 months
2127,196,20240131,6,15,24,1,1,Part-Time,371,12.2,1-2 years
2128,203,20240131,18,3,3,1,1,Part-Time,304,10.0,6-12 months
2129,208,20240131,18,3,29,1,1,Part-Time,281,9.2,6-12 months
2130,212,20240131,17,3,1,1,1,Full-Time,10,0.3,0-90 days
2131,214,20240131,12,2,29,1,1,Full-Time,11,0.4,0-90 days
2132,215,20240131,6,13,7,1,1,Full-Time,310,10.2,6-12 months
2133,222,20240131,7,11,13,1,1,Full-Time,379,12.5,1-2 years
2134,223,20240131,7,17,16,1,1,Full-Time,343,11.3,6-12 months
2135,224,20240131,31,19,12,1,1,Full-Time,353,11.6,6-12 months
2136,228,20240131,24,4,29,1,1,Contractor,346,11.4,6-12 months
2137,230,20240131,8,5,10,1,1,Part-Time,152,5.0,91-182 days
2138,232,20240131,22,4,4,1,1,Full-Time,380,12.5,1-2 years
2139,237,20240131,26,9,29,1,1,Contractor,174,5.7,91-182 days
2140,243,20240131,9,6,2,1,1,Full-Time,496,16.3,1-2 years
2141,244,20240131,29,18,25,1,1,Full-Time,726,23.9,1-2 years
2142,248,20240131,18,8,29,1,1,Full-Time,151,5.0,91-182 days
2143,249,20240131,13,6,3,1,1,Full-Time,68,2.2,0-90 days
2144,251,20240131,23,4,16,1,1,Full-Time,456,15.0,1-2 years
2145,255,20240131,9,2,10,1,1,Full-Time,138,4.5,91-182 days
2146,268,20240131,22,4,29,1,1,Full-Time,562,18.5,1-2 years
2147,286,20240131,17,8,30,1,1,Full-Time,382,12.5,1-2 years
2148,287,20240131,27,10,1,1,1,Full-Time,20,0.7,0-90 days
2149,290,20240131,33,19,4,1,1,Full-Time,108,3.5,91-182 days
2150,292,20240131,7,15,21,1,1,Full-Time,9,0.3,0-90 days
2151,294,20240131,24,4,16,1,1,Full-Time,336,11.0,6-12 months
2152,295,20240131,27,10,9,1,1,Contractor,1474,48.4,3-5 years
2153,296,20240131,10,6,10,1,1,Part-Time,173,5.7,91-182 days
2154,297,20240131,25,4,9,1,1,Full-Time,688,22.6,1-2 years
2155,301,20240131,7,14,16,1,1,Full-Time,381,12.5,1-2 years
2156,309,20240131,10,2,8,1,1,Full-Time,5,0.2,0-90 days
2157,311,20240131,34,20,12,1,1,Full-Time,487,16.0,1-2 years
2158,316,20240131,32,19,22,1,1,Full-Time,1814,59.6,3-5 years
2159,320,20240131,26,10,9,1,1,Full-Time,1079,35.4,2-3 years
2160,337,20240131,9,5,2,1,1,Full-Time,222,7.3,6-12 months
2161,345,20240131,5,12,19,1,1,Full-Time,361,11.9,6-12 months
2162,347,20240131,5,17,14,1,1,Full-Time,1063,34.9,2-3 years
2163,358,20240131,2,11,24,1,1,Full-Time,393,12.9,1-2 years
2164,364,20240131,23,9,9,1,1,Full-Time,38,1.2,0-90 days
2165,366,20240131,7,13,5,1,1,Part-Time,351,11.5,6-12 months
2166,373,20240131,10,6,3,1,1,Contractor,485,15.9,1-2 years
2167,374,20240131,34,19,17,1,1,Contractor,440,14.5,1-2 years
2168,376,20240131,14,6,2,1,1,Contractor,26,0.9,0-90 days
2169,378,20240131,9,2,30,1,1,Full-Time,7,0.2,0-90 days
2170,388,20240131,26,10,29,1,1,Full-Time,644,21.2,1-2 years
2171,389,20240131,30,20,30,1,1,Full-Time,495,16.3,1-2 years
2172,390,20240131,11,6,2,1,1,Full-Time,8,0.3,0-90 days
2173,392,20240131,19,3,30,1,1,Part-Time,160,5.3,91-182 days
2174,397,20240131,4,11,5,1,1,Full-Time,171,5.6,91-182 days
2175,405,20240131,25,4,30,1,1,Full-Time,511,16.8,1-2 years
2176,406,20240131,24,9,1,1,1,Full-Time,393,12.9,1-2 years
2177,408,20240131,33,18,11,1,1,Full-Time,633,20.8,1-2 years
2178,410,20240131,14,6,30,1,1,Full-Time,34,1.1,0-90 days
2179,414,20240131,27,4,4,1,1,Full-Time,122,4.0,91-182 days
2180,418,20240131,6,11,3,1,1,Full-Time,0,0.0,0-90 days
2181,420,20240131,20,3,29,1,1,Full-Time,11,0.4,0-90 days
2182,421,20240131,12,5,18,1,1,Part-Time,150,4.9,91-182 days
2183,422,20240131,5,11,21,1,1,Full-Time,25,0.8,0-90 days
2184,424,20240131,30,19,16,1,1,Contractor,178,5.8,91-182 days
2185,426,20240131,34,18,9,1,1,Full-Time,677,22.2,1-2 years
2186,430,20240131,5,11,7,1,1,Full-Time,23,0.8,0-90 days
2187,435,20240131,25,4,1,1,1,Full-Time,941,30.9,2-3 years
2188,441,20240131,31,20,26,1,1,Full-Time,349,11.5,6-12 months
2189,442,20240131,12,5,29,1,1,Contractor,34,1.1,0-90 days
2190,445,20240131,34,18,28,1,1,Full-Time,38,1.2,0-90 days
2191,456,20240131,32,18,16,1,1,Contractor,544,17.9,1-2 years
2192,457,20240131,34,18,10,1,1,Full-Time,321,10.5,6-12 months
2193,459,20240131,17,7,1,1,1,Full-Time,106,3.5,91-182 days
2194,461,20240131,34,19,10,1,1,Full-Time,659,21.6,1-2 years
2195,462,20240131,12,6,10,1,1,Full-Time,174,5.7,91-182 days
2196,465,20240131,12,5,18,1,1,Part-Time,571,18.8,1-2 years
2197,468,20240131,26,9,1,1,1,Full-Time,743,24.4,2-3 years
2198,471,20240131,10,2,1,1,1,Full-Time,372,12.2,1-2 years
2199,475,20240131,34,19,15,1,1,Full-Time,1441,47.3,3-5 years
2200,487,20240131,14,5,18,1,1,Part-Time,160,5.3,91-182 days
2201,495,20240131,12,6,30,1,1,Full-Time,7,0.2,0-90 days
2202,3,20240229,22,10,16,1,1,Contractor,854,28.1,2-3 years
2203,8,20240229,13,6,29,1,1,Full-Time,705,23.2,1-2 years
2204,13,20240229,3,12,3,1,1,Part-Time,409,13.4,1-2 years
2205,14,20240229,18,3,2,1,1,Part-Time,11,0.4,0-90 days
2206,17,20240229,34,19,6,1,1,Full-Time,0,0.0,0-90 days
2207,23,20240229,5,17,14,1,1,Full-Time,536,17.6,1-2 years
2208,27,20240229,31,18,24,1,1,Full-Time,59,1.9,0-90 days
2209,29,20240229,25,9,1,1,1,Full-Time,361,11.9,6-12 months
2210,31,20240229,26,9,16,1,1,Full-Time,564,18.5,1-2 years
2211,34,20240229,23,9,1,1,1,Full-Time,787,25.9,2-3 years
2212,35,20240229,32,18,8,1,1,Full-Time,266,8.7,6-12 months
2213,36,20240229,26,10,30,1,1,Full-Time,274,9.0,6-12 months
2214,37,20240229,11,2,10,1,1,Full-Time,407,13.4,1-2 years
2215,38,20240229,28,18,24,1,1,Full-Time,461,15.1,1-2 years
2216,40,20240229,19,7,2,1,1,Full-Time,101,3.3,91-182 days
2217,42,20240229,15,3,29,1,1,Contractor,756,24.8,2-3 years
2218,45,20240229,33,20,24,1,1,Full-Time,673,22.1,1-2 years
2219,50,20240229,11,5,3,1,1,Full-Time,59,1.9,0-90 days
2220,57,20240229,25,10,4,1,1,Part-Time,1333,43.8,3-5 years
2221,58,20240229,34,20,20,1,1,Contractor,1346,44.2,3-5 years
2222,61,20240229,33,18,22,1,1,Full-Time,50,1.6,0-90 days
2223,64,20240229,31,19,26,1,1,Part-Time,403,13.2,1-2 years
2224,72,20240229,10,2,2,1,1,Part-Time,209,6.9,6-12 months
2225,75,20240229,10,2,3,1,1,Part-Time,694,22.8,1-2 years
2226,76,20240229,14,6,2,1,1,Full-Time,80,2.6,0-90 days
2227,79,20240229,11,2,1,1,1,Full-Time,192,6.3,6-12 months
2228,82,20240229,33,18,11,1,1,Full-Time,41,1.3,0-90 days
2229,95,20240229,20,7,1,1,1,Full-Time,50,1.6,0-90 days
2230,97,20240229,3,15,7,1,1,Part-Time,240,7.9,6-12 months
2231,99,20240229,27,10,29,1,1,Full-Time,586,19.3,1-2 years
2232,100,20240229,5,15,25,1,1,Part-Time,226,7.4,6-12 months
2233,101,20240229,19,8,1,1,1,Full-Time,952,31.3,2-3 years
2234,104,20240229,5,11,23,1,1,Full-Time,278,9.1,6-12 months
2235,107,20240229,19,8,3,1,1,Full-Time,714,23.5,1-2 years
2236,112,20240229,4,14,10,1,1,Full-Time,789,25.9,2-3 years
2237,115,20240229,14,6,29,1,1,Full-Time,655,21.5,1-2 years
2238,119,20240229,3,16,26,1,1,Contractor,931,30.6,2-3 years
2239,124,20240229,2,17,4,1,1,Contractor,1150,37.8,3-5 years
2240,125,20240229,11,2,8,1,1,Full-Time,573,18.8,1-2 years
2241,130,20240229,27,10,4,1,1,Full-Time,159,5.2,91-182 days
2242,142,20240229,19,3,10,1,1,Full-Time,38,1.2,0-90 days
2243,153,20240229,7,13,4,1,1,Part-Time,1708,56.1,3-5 years
2244,154,20240229,7,14,6,1,1,Contractor,767,25.2,2-3 years
2245,157,20240229,2,14,23,1,1,Part-Time,76,2.5,0-90 days
2246,163,20240229,19,3,29,1,1,Full-Time,1071,35.2,2-3 years
2247,165,20240229,17,8,1,1,1,Full-Time,371,12.2,1-2 years
2248,174,20240229,13,2,30,1,1,Part-Time,598,19.6,1-2 years
2249,180,20240229,6,16,4,1,1,Full-Time,300,9.9,6-12 months
2250,183,20240229,18,8,30,1,1,Full-Time,558,18.3,1-2 years
2251,186,20240229,3,12,16,1,1,Contractor,18,0.6,0-90 days
2252,188,20240229,18,3,2,1,1,Full-Time,370,12.2,1-2 years
2253,193,20240229,18,7,3,1,1,Full-Time,472,15.5,1-2 years
2254,194,20240229,34,18,17,1,1,Full-Time,264,8.7,6-12 months
2255,196,20240229,6,15,24,1,1,Part-Time,400,13.1,1-2 years
2256,203,20240229,18,3,3,1,1,Part-Time,333,10.9,6-12 months
2257,208,20240229,18,3,29,1,1,Part-Time,310,10.2,6-12 months
2258,212,20240229,17,3,1,1,1,Full-Time,39,1.3,0-90 days
2259,214,20240229,12,2,29,1,1,Full-Time,40,1.3,0-90 days
2260,215,20240229,6,13,7,1,1,Full-Time,339,11.1,6-12 months
2261,219,20240229,11,5,8,1,1,Full-Time,6,0.2,0-90 days
2262,222,20240229,7,11,13,1,1,Full-Time,408,13.4,1-2 years
2263,223,20240229,7,17,16,1,1,Full-Time,372,12.2,1-2 years
2264,224,20240229,31,19,12,1,1,Full-Time,382,12.5,1-2 years
2265,228,20240229,24,4,29,1,1,Contractor,375,12.3,1-2 years
2266,230,20240229,8,5,10,1,1,Part-Time,181,5.9,91-182 days
2267,232,20240229,22,4,4,1,1,Full-Time,409,13.4,1-2 years
2268,235,20240229,4,16,25,1,1,Full-Time,15,0.5,0-90 days
2269,237,20240229,26,9,29,1,1,Contractor,203,6.7,6-12 months
2270,243,20240229,9,6,2,1,1,Full-Time,525,17.2,1-2 years
2271,244,20240229,29,18,25,1,1,Full-Time,755,24.8,2-3 years
2272,248,20240229,18,8,29,1,1,Full-Time,180,5.9,91-182 days
2273,249,20240229,13,6,3,1,1,Full-Time,97,3.2,91-182 days
2274,251,20240229,23,4,16,1,1,Full-Time,485,15.9,1-2 years
2275,252,20240229,27,10,4,1,1,Full-Time,20,0.7,0-90 days
2276,255,20240229,9,2,10,1,1,Full-Time,167,5.5,91-182 days
2277,262,20240229,32,19,28,1,1,Full-Time,16,0.5,0-90 days
2278,268,20240229,22,4,29,1,1,Full-Time,591,19.4,1-2 years
2279,278,20240229,7,11,15,1,1,Full-Time,27,0.9,0-90 days
2280,286,20240229,17,8,30,1,1,Full-Time,411,13.5,1-2 years
2281,287,20240229,27,10,1,1,1,Full-Time,49,1.6,0-90 days
2282,290,20240229,33,19,4,1,1,Full-Time,137,4.5,91-182 days
2283,292,20240229,7,15,21,1,1,Full-Time,38,1.2,0-90 days
2284,294,20240229,24,4,16,1,1,Full-Time,365,12.0,6-12 months
2285,295,20240229,27,10,9,1,1,Contractor,1503,49.4,3-5 years
2286,296,20240229,10,6,10,1,1,Part-Time,202,6.6,6-12 months
2287,297,20240229,25,4,9,1,1,Full-Time,717,23.6,1-2 years
2288,301,20240229,7,14,16,1,1,Full-Time,410,13.5,1-2 years
2289,309,20240229,10,2,8,1,1,Full-Time,34,1.1,0-90 days
2290,311,20240229,34,20,12,1,1,Full-Time,516,17.0,1-2 years
2291,312,20240229,11,5,2,1,1,Full-Time,16,0.5,0-90 days
2292,316,20240229,32,19,22,1,1,Full-Time,1843,60.5,5-10 years
2293,320,20240229,26,10,9,1,1,Full-Time,1108,36.4,3-5 years
2294,334,20240229,19,3,2,1,1,Full-Time,7,0.2,0-90 days
2295,337,20240229,9,5,2,1,1,Full-Time,251,8.2,6-12 months
2296,345,20240229,5,12,19,1,1,Full-Time,390,12.8,1-2 years
2297,347,20240229,3,14,4,1,1,Full-Time,1092,35.9,2-3 years
2298,358,20240229,2,11,24,1,1,Full-Time,422,13.9,1-2 years
2299,364,20240229,23,9,9,1,1,Full-Time,67,2.2,0-90 days
2300,366,20240229,7,13,5,1,1,Part-Time,380,12.5,1-2 years
2301,373,20240229,10,6,3,1,1,Contractor,514,16.9,1-2 years
2302,374,20240229,34,19,17,1,1,Contractor,469,15.4,1-2 years
2303,376,20240229,14,6,2,1,1,Contractor,55,1.8,0-90 days
2304,378,20240229,9,2,30,1,1,Full-Time,36,1.2,0-90 days
2305,388,20240229,26,10,29,1,1,Full-Time,673,22.1,1-2 years
2306,389,20240229,30,20,30,1,1,Full-Time,524,17.2,1-2 years
2307,390,20240229,11,6,2,1,1,Full-Time,37,1.2,0-90 days
2308,392,20240229,19,3,30,1,1,Part-Time,189,6.2,6-12 months
2309,397,20240229,4,11,5,1,1,Full-Time,200,6.6,6-12 months
2310,405,20240229,25,4,30,1,1,Full-Time,540,17.7,1-2 years
2311,406,20240229,24,9,1,1,1,Full-Time,422,13.9,1-2 years
2312,408,20240229,33,18,11,1,1,Full-Time,662,21.7,1-2 years
2313,410,20240229,14,6,30,1,1,Full-Time,63,2.1,0-90 days
2314,414,20240229,27,4,4,1,1,Full-Time,151,5.0,91-182 days
2315,418,20240229,6,11,3,1,1,Full-Time,29,1.0,0-90 days
2316,420,20240229,20,3,29,1,1,Full-Time,40,1.3,0-90 days
2317,421,20240229,12,5,18,1,1,Part-Time,179,5.9,91-182 days
2318,422,20240229,5,11,21,1,1,Full-Time,54,1.8,0-90 days
2319,424,20240229,30,19,16,1,1,Contractor,207,6.8,6-12 months
2320,426,20240229,34,18,9,1,1,Full-Time,706,23.2,1-2 years
2321,430,20240229,5,11,7,1,1,Full-Time,52,1.7,0-90 days
2322,431,20240229,20,3,1,1,1,Contractor,12,0.4,0-90 days
2323,435,20240229,25,4,1,1,1,Full-Time,970,31.9,2-3 years
2324,441,20240229,31,20,26,1,1,Full-Time,378,12.4,1-2 years
2325,442,20240229,12,5,29,1,1,Contractor,63,2.1,0-90 days
2326,445,20240229,34,18,28,1,1,Full-Time,67,2.2,0-90 days
2327,456,20240229,32,18,16,1,1,Contractor,573,18.8,1-2 years
2328,457,20240229,34,18,10,1,1,Full-Time,350,11.5,6-12 months
2329,459,20240229,17,7,1,1,1,Full-Time,135,4.4,91-182 days
2330,461,20240229,34,19,10,1,1,Full-Time,688,22.6,1-2 years
2331,462,20240229,12,6,10,1,1,Full-Time,203,6.7,6-12 months
2332,465,20240229,12,5,18,1,1,Part-Time,600,19.7,1-2 years
2333,468,20240229,26,9,1,1,1,Full-Time,772,25.4,2-3 years
2334,471,20240229,10,2,1,1,1,Full-Time,401,13.2,1-2 years
2335,475,20240229,34,19,15,1,1,Full-Time,1470,48.3,3-5 years
2336,487,20240229,14,5,18,1,1,Part-Time,189,6.2,6-12 months
2337,495,20240229,12,6,30,1,1,Full-Time,36,1.2,0-90 days
2338,498,20240229,5,17,8,1,1,Full-Time,9,0.3,0-90 days
2339,3,20240331,22,10,16,1,1,Contractor,885,29.1,2-3 years
2340,7,20240331,22,9,30,1,1,Full-Time,14,0.5,0-90 days
2341,8,20240331,13,6,29,1,1,Full-Time,736,24.2,2-3 years
2342,13,20240331,3,12,3,1,1,Part-Time,440,14.5,1-2 years
2343,14,20240331,18,3,2,1,1,Part-Time,42,1.4,0-90 days
2344,17,20240331,34,19,6,1,1,Full-Time,31,1.0,0-90 days
2345,21,20240331,30,20,24,1,1,Contractor,19,0.6,0-90 days
2346,22,20240331,19,8,30,1,1,Part-Time,7,0.2,0-90 days
2347,23,20240331,5,17,14,1,1,Full-Time,567,18.6,1-2 years
2348,27,20240331,31,18,24,1,1,Full-Time,90,3.0,0-90 days
2349,29,20240331,25,9,1,1,1,Full-Time,392,12.9,1-2 years
2350,31,20240331,26,9,16,1,1,Full-Time,595,19.5,1-2 years
2351,34,20240331,23,9,1,1,1,Full-Time,818,26.9,2-3 years
2352,35,20240331,32,18,8,1,1,Full-Time,297,9.8,6-12 months
2353,36,20240331,26,10,30,1,1,Full-Time,305,10.0,6-12 months
2354,37,20240331,11,2,10,1,1,Full-Time,438,14.4,1-2 years
2355,38,20240331,28,18,24,1,1,Full-Time,492,16.2,1-2 years
2356,40,20240331,19,7,2,1,1,Full-Time,132,4.3,91-182 days
2357,42,20240331,15,3,29,1,1,Contractor,787,25.9,2-3 years
2358,45,20240331,33,20,24,1,1,Full-Time,704,23.1,1-2 years
2359,50,20240331,11,5,3,1,1,Full-Time,90,3.0,0-90 days
2360,57,20240331,25,10,4,1,1,Part-Time,1364,44.8,3-5 years
2361,58,20240331,34,20,20,1,1,Contractor,1377,45.2,3-5 years
2362,61,20240331,33,18,22,1,1,Full-Time,81,2.7,0-90 days
2363,64,20240331,31,19,26,1,1,Part-Time,434,14.3,1-2 years
2364,72,20240331,10,2,2,1,1,Part-Time,240,7.9,6-12 months
2365,75,20240331,10,2,3,1,1,Part-Time,725,23.8,1-2 years
2366,76,20240331,14,6,2,1,1,Full-Time,111,3.6,91-182 days
2367,79,20240331,11,2,1,1,1,Full-Time,223,7.3,6-12 months
2368,82,20240331,33,18,11,1,1,Full-Time,72,2.4,0-90 days
2369,95,20240331,20,7,1,1,1,Full-Time,81,2.7,0-90 days
2370,97,20240331,3,15,7,1,1,Part-Time,271,8.9,6-12 months
2371,99,20240331,27,10,29,1,1,Full-Time,617,20.3,1-2 years
2372,100,20240331,5,15,25,1,1,Part-Time,257,8.4,6-12 months
2373,101,20240331,19,8,1,1,1,Full-Time,983,32.3,2-3 years
2374,103,20240331,27,9,16,1,1,Full-Time,6,0.2,0-90 days
2375,104,20240331,5,11,23,1,1,Full-Time,309,10.2,6-12 months
2376,107,20240331,19,8,3,1,1,Full-Time,745,24.5,2-3 years
2377,112,20240331,4,14,10,1,1,Full-Time,820,26.9,2-3 years
2378,115,20240331,14,6,29,1,1,Full-Time,686,22.5,1-2 years
2379,119,20240331,3,16,26,1,1,Contractor,962,31.6,2-3 years
2380,124,20240331,11,2,8,1,1,Contractor,1181,38.8,3-5 years
2381,125,20240331,11,2,8,1,1,Full-Time,604,19.8,1-2 years
2382,130,20240331,27,10,4,1,1,Full-Time,190,6.2,6-12 months
2383,142,20240331,19,3,10,1,1,Full-Time,69,2.3,0-90 days
2384,153,20240331,7,13,4,1,1,Part-Time,1739,57.1,3-5 years
2385,154,20240331,7,14,6,1,1,Contractor,798,26.2,2-3 years
2386,156,20240331,31,18,13,1,1,Full-Time,25,0.8,0-90 days
2387,157,20240331,2,14,23,1,1,Part-Time,107,3.5,91-182 days
2388,163,20240331,19,3,29,1,1,Full-Time,1102,36.2,3-5 years
2389,165,20240331,17,8,1,1,1,Full-Time,402,13.2,1-2 years
2390,174,20240331,13,2,30,1,1,Part-Time,629,20.7,1-2 years
2391,180,20240331,6,16,4,1,1,Full-Time,331,10.9,6-12 months
2392,183,20240331,18,8,30,1,1,Full-Time,589,19.3,1-2 years
2393,186,20240331,3,12,16,1,1,Contractor,49,1.6,0-90 days
2394,188,20240331,18,3,2,1,1,Full-Time,401,13.2,1-2 years
2395,193,20240331,18,7,3,1,1,Full-Time,503,16.5,1-2 years
2396,194,20240331,34,18,17,1,1,Full-Time,295,9.7,6-12 months
2397,196,20240331,6,15,24,1,1,Part-Time,431,14.2,1-2 years
2398,203,20240331,18,3,3,1,1,Part-Time,364,12.0,6-12 months
2399,208,20240331,18,3,29,1,1,Part-Time,341,11.2,6-12 months
2400,212,20240331,17,3,1,1,1,Full-Time,70,2.3,0-90 days
2401,213,20240331,10,2,29,1,1,Full-Time,14,0.5,0-90 days
2402,214,20240331,12,2,29,1,1,Full-Time,71,2.3,0-90 days
2403,215,20240331,6,13,7,1,1,Full-Time,370,12.2,1-2 years
2404,219,20240331,11,5,8,1,1,Full-Time,37,1.2,0-90 days
2405,222,20240331,7,11,13,1,1,Full-Time,439,14.4,1-2 years
2406,223,20240331,7,17,16,1,1,Full-Time,403,13.2,1-2 years
2407,224,20240331,31,19,12,1,1,Full-Time,413,13.6,1-2 years
2408,228,20240331,24,4,29,1,1,Contractor,406,13.3,1-2 years
2409,230,20240331,8,5,10,1,1,Part-Time,212,7.0,6-12 months
2410,232,20240331,22,4,4,1,1,Full-Time,440,14.5,1-2 years
2411,235,20240331,4,16,25,1,1,Full-Time,46,1.5,0-90 days
2412,237,20240331,26,9,29,1,1,Contractor,234,7.7,6-12 months
2413,243,20240331,9,6,2,1,1,Full-Time,556,18.3,1-2 years
2414,244,20240331,29,18,25,1,1,Full-Time,786,25.8,2-3 years
2415,248,20240331,18,8,29,1,1,Full-Time,211,6.9,6-12 months
2416,249,20240331,13,6,3,1,1,Full-Time,128,4.2,91-182 days
2417,251,20240331,23,4,16,1,1,Full-Time,516,17.0,1-2 years
2418,252,20240331,27,10,4,1,1,Full-Time,51,1.7,0-90 days
2419,255,20240331,9,2,10,1,1,Full-Time,198,6.5,6-12 months
2420,262,20240331,32,19,28,1,1,Full-Time,47,1.5,0-90 days
2421,268,20240331,22,4,29,1,1,Full-Time,622,20.4,1-2 years
2422,278,20240331,7,11,15,1,1,Full-Time,58,1.9,0-90 days
2423,286,20240331,17,8,30,1,1,Full-Time,442,14.5,1-2 years
2424,287,20240331,27,10,1,1,1,Full-Time,80,2.6,0-90 days
2425,290,20240331,33,19,4,1,1,Full-Time,168,5.5,91-182 days
2426,291,20240331,23,9,9,1,1,Full-Time,14,0.5,0-90 days
2427,292,20240331,7,15,21,1,1,Full-Time,69,2.3,0-90 days
2428,294,20240331,24,4,16,1,1,Full-Time,396,13.0,1-2 years
2429,295,20240331,27,10,9,1,1,Contractor,1534,50.4,3-5 years
2430,296,20240331,10,6,10,1,1,Part-Time,233,7.7,6-12 months
2431,297,20240331,25,4,9,1,1,Full-Time,748,24.6,2-3 years
2432,301,20240331,7,14,16,1,1,Full-Time,441,14.5,1-2 years
2433,306,20240331,33,20,26,1,1,Contractor,27,0.9,0-90 days
2434,309,20240331,10,2,8,1,1,Full-Time,65,2.1,0-90 days
2435,311,20240331,34,20,12,1,1,Full-Time,547,18.0,1-2 years
2436,312,20240331,11,5,2,1,1,Full-Time,47,1.5,0-90 days
2437,316,20240331,32,19,22,1,1,Full-Time,1874,61.6,5-10 years
2438,320,20240331,26,10,9,1,1,Full-Time,1139,37.4,3-5 years
2439,322,20240331,13,6,10,1,1,Part-Time,21,0.7,0-90 days
2440,330,20240331,29,20,7,1,1,Full-Time,8,0.3,0-90 days
