pipeline_id,req_id,candidate_id,stage_name,stage_date,date_id,conversion_flag,company_id
543,38,386,Applied,2020-10-12,20201012,0,1
544,38,387,Applied,2020-10-14,20201014,0,1
545,38,388,Applied,2020-10-15,20201015,1,1
546,38,388,Phone Screen,2020-10-25,20201025,0,1
547,38,389,Applied,2020-10-13,20201013,1,1
548,38,389,Phone Screen,2020-10-21,20201021,0,1
549,38,390,Applied,2020-10-14,20201014,0,1
550,38,391,Applied,2020-10-15,20201015,0,1
551,38,392,Applied,2020-10-15,20201015,0,1
552,38,393,Applied,2020-10-15,20201015,1,1
553,38,394,Applied,2020-10-15,20201015,0,1
554,39,395,Applied,2025-06-23,20250623,0,1
555,39,396,Applied,2025-06-22,20250622,0,1
556,39,397,Applied,2025-06-22,20250622,1,1
557,39,397,Phone Screen,2025-06-27,20250627,1,1
558,39,397,Interview,2025-07-07,20250707,1,1
559,39,397,Assessment,2025-07-14,20250714,1,1
560,39,398,Applied,2025-06-22,20250622,0,1
561,39,399,Applied,2025-06-23,20250623,1,1
562,39,400,Applied,2025-06-25,20250625,1,1
563,39,401,Applied,2025-06-24,20250624,0,1
564,39,402,Applied,2025-06-22,20250622,1,1
565,39,403,Applied,2025-06-25,20250625,1,1
566,39,404,Applied,2025-06-22,20250622,0,1
567,40,405,Applied,2023-10-01,20231001,1,1
568,40,406,Applied,2023-10-02,20231002,0,1
569,40,407,Applied,2023-10-04,20231004,0,1
570,40,408,Applied,2023-10-05,20231005,0,1
571,40,409,Applied,2023-10-02,20231002,0,1
572,41,410,Applied,2020-06-19,20200619,0,1
573,41,411,Applied,2020-06-19,20200619,1,1
574,41,411,Phone Screen,2020-06-22,20200622,0,1
575,41,412,Applied,2020-06-21,20200621,0,1
576,41,413,Applied,2020-06-18,20200618,1,1
577,41,413,Phone Screen,2020-06-25,20200625,1,1
578,41,414,Applied,2020-06-20,20200620,1,1
579,41,414,Phone Screen,2020-06-23,20200623,1,1
580,41,414,Interview,2020-06-26,20200626,0,1
581,41,415,Applied,2020-06-21,20200621,0,1
582,41,416,Applied,2020-06-20,20200620,1,1
583,41,417,Applied,2020-06-19,20200619,0,1
584,41,418,Applied,2020-06-18,20200618,1,1
585,41,418,Phone Screen,2020-06-24,20200624,1,1
586,41,419,Applied,2020-06-21,20200621,0,1
587,41,420,Applied,2020-06-20,20200620,1,1
588,41,420,Phone Screen,2020-06-23,20200623,1,1
589,41,420,Interview,2020-07-02,20200702,1,1
590,41,421,Applied,2020-06-21,20200621,0,1
591,41,422,Applied,2020-06-20,20200620,1,1
592,41,422,Phone Screen,2020-06-27,20200627,1,1
593,41,422,Interview,2020-07-04,20200704,1,1
594,41,422,Assessment,2020-07-07,20200707,0,1
595,42,423,Applied,2022-02-27,20220227,1,1
596,42,424,Applied,2022-02-27,20220227,1,1
597,42,425,Applied,2022-02-24,20220224,1,1
598,42,426,Applied,2022-02-24,20220224,0,1
599,42,427,Applied,2022-02-27,20220227,1,1
600,42,427,Phone Screen,2022-03-04,20220304,1,1
601,42,427,Interview,2022-03-10,20220310,1,1
602,42,428,Applied,2022-02-27,20220227,1,1
603,42,428,Phone Screen,2022-03-08,20220308,1,1
604,42,429,Applied,2022-02-28,20220228,0,1
605,42,430,Applied,2022-02-27,20220227,0,1
606,42,431,Applied,2022-02-26,20220226,1,1
607,42,431,Phone Screen,2022-03-01,20220301,0,1
608,42,432,Applied,2022-02-25,20220225,1,1
609,42,433,Applied,2022-02-25,20220225,1,1
610,42,433,Phone Screen,2022-03-06,20220306,0,1
611,42,434,Applied,2022-02-27,20220227,0,1
612,43,435,Applied,2022-01-07,20220107,1,1
613,43,435,Phone Screen,2022-01-10,20220110,1,1
614,43,435,Interview,2022-01-13,20220113,1,1
615,43,436,Applied,2022-01-04,20220104,1,1
616,43,437,Applied,2022-01-07,20220107,0,1
617,43,438,Applied,2022-01-07,20220107,0,1
618,43,439,Applied,2022-01-07,20220107,1,1
619,43,439,Phone Screen,2022-01-14,20220114,1,1
620,43,439,Interview,2022-01-24,20220124,1,1
621,43,439,Assessment,2022-02-02,20220202,1,1
622,43,440,Applied,2022-01-04,20220104,0,1
623,43,441,Applied,2022-01-05,20220105,0,1
624,43,442,Applied,2022-01-07,20220107,1,1
625,43,443,Applied,2022-01-04,20220104,0,1
626,43,444,Applied,2022-01-05,20220105,1,1
627,43,444,Phone Screen,2022-01-08,20220108,1,1
628,43,444,Interview,2022-01-16,20220116,0,1
629,44,445,Applied,2019-02-06,20190206,1,1
630,44,446,Applied,2019-02-07,20190207,1,1
631,44,446,Phone Screen,2019-02-13,20190213,1,1
632,44,447,Applied,2019-02-08,20190208,1,1
633,44,448,Applied,2019-02-06,20190206,0,1
634,44,449,Applied,2019-02-05,20190205,1,1
635,44,450,Applied,2019-02-06,20190206,1,1
636,44,450,Phone Screen,2019-02-09,20190209,1,1
637,44,450,Interview,2019-02-13,20190213,1,1
638,44,450,Assessment,2019-02-19,20190219,1,1
639,44,451,Applied,2019-02-07,20190207,1,1
640,44,451,Phone Screen,2019-02-13,20190213,0,1
641,44,452,Applied,2019-02-08,20190208,1,1
642,44,452,Phone Screen,2019-02-18,20190218,1,1
643,44,452,Interview,2019-02-24,20190224,1,1
644,44,452,Assessment,2019-02-27,20190227,1,1
645,44,453,Applied,2019-02-04,20190204,1,1
646,44,454,Applied,2019-02-06,20190206,0,1
647,45,455,Applied,2025-07-22,20250722,1,1
648,45,455,Phone Screen,2025-07-28,20250728,1,1
649,45,456,Applied,2025-07-20,20250720,0,1
650,45,457,Applied,2025-07-23,20250723,0,1
651,45,458,Applied,2025-07-21,20250721,0,1
652,45,459,Applied,2025-07-22,20250722,0,1
653,45,460,Applied,2025-07-23,20250723,1,1
654,45,461,Applied,2025-07-22,20250722,1,1
655,46,462,Applied,2025-06-01,20250601,1,1
656,46,463,Applied,2025-05-31,20250531,0,1
657,46,464,Applied,2025-06-01,20250601,1,1
658,46,464,Phone Screen,2025-06-10,20250610,1,1
659,46,464,Interview,2025-06-15,20250615,1,1
660,46,465,Applied,2025-06-02,20250602,1,1
661,46,465,Phone Screen,2025-06-05,20250605,0,1
662,46,466,Applied,2025-05-30,20250530,1,1
663,46,467,Applied,2025-06-02,20250602,0,1
664,46,468,Applied,2025-05-30,20250530,1,1
665,46,469,Applied,2025-06-02,20250602,1,1
666,46,469,Phone Screen,2025-06-05,20250605,1,1
667,46,470,Applied,2025-05-31,20250531,1,1
668,46,470,Phone Screen,2025-06-08,20250608,1,1
669,46,470,Interview,2025-06-17,20250617,1,1
670,47,471,Applied,2021-06-24,20210624,1,1
671,47,472,Applied,2021-06-27,20210627,1,1
672,47,473,Applied,2021-06-25,20210625,1,1
673,47,473,Phone Screen,2021-07-01,20210701,1,1
674,47,473,Interview,2021-07-07,20210707,1,1
675,47,473,Assessment,2021-07-11,20210711,0,1
676,47,474,Applied,2021-06-23,20210623,1,1
677,47,474,Phone Screen,2021-06-27,20210627,1,1
678,47,474,Interview,2021-07-06,20210706,1,1
679,47,475,Applied,2021-06-24,20210624,0,1
680,48,476,Applied,2022-02-01,20220201,0,1
681,48,477,Applied,2022-01-28,20220128,1,1
682,48,478,Applied,2022-01-31,20220131,0,1
683,48,479,Applied,2022-01-31,20220131,0,1
684,48,480,Applied,2022-01-30,20220130,0,1
685,48,481,Applied,2022-01-28,20220128,0,1
686,48,482,Applied,2022-01-28,20220128,1,1
687,48,482,Phone Screen,2022-02-01,20220201,0,1
688,48,483,Applied,2022-01-28,20220128,0,1
689,48,484,Applied,2022-01-29,20220129,1,1
690,48,484,Phone Screen,2022-02-06,20220206,0,1
691,48,485,Applied,2022-01-31,20220131,1,1
692,48,486,Applied,2022-02-01,20220201,0,1
693,49,487,Applied,2023-03-02,20230302,1,1
694,49,488,Applied,2023-03-02,20230302,1,1
695,49,488,Phone Screen,2023-03-05,20230305,1,1
696,49,488,Interview,2023-03-15,20230315,1,1
697,49,488,Assessment,2023-03-20,20230320,1,1
698,49,488,Offer,2023-03-29,20230329,1,1
699,49,489,Applied,2023-03-02,20230302,1,1
700,49,490,Applied,2023-02-27,20230227,1,1
701,49,490,Phone Screen,2023-03-09,20230309,1,1
702,49,490,Interview,2023-03-13,20230313,1,1
703,49,491,Applied,2023-03-01,20230301,1,1
704,49,492,Applied,2023-02-27,20230227,1,1
705,49,493,Applied,2023-03-02,20230302,1,1
706,49,493,Phone Screen,2023-03-10,20230310,1,1
707,49,494,Applied,2023-02-28,20230228,1,1
708,49,495,Applied,2023-03-02,20230302,1,1
709,49,495,Phone Screen,2023-03-09,20230309,0,1
710,49,496,Applied,2023-02-28,20230228,1,1
711,49,496,Phone Screen,2023-03-03,20230303,1,1
712,49,497,Applied,2023-03-02,20230302,1,1
713,49,497,Phone Screen,2023-03-05,20230305,1,1
714,49,497,Interview,2023-03-08,20230308,0,1
715,49,498,Applied,2023-03-01,20230301,0,1
716,50,499,Applied,2023-08-13,20230813,1,1
717,50,499,Phone Screen,2023-08-19,20230819,1,1
718,50,499,Interview,2023-08-23,20230823,1,1
719,50,500,Applied,2023-08-12,20230812,0,1
720,50,501,Applied,2023-08-12,20230812,1,1
721,50,502,Applied,2023-08-14,20230814,0,1
722,50,503,Applied,2023-08-15,20230815,1,1
723,50,504,Applied,2023-08-12,20230812,0,1
724,50,505,Applied,2023-08-14,20230814,0,1
725,51,506,Applied,2020-01-14,20200114,0,1
726,51,507,Applied,2020-01-17,20200117,0,1
727,51,508,Applied,2020-01-14,20200114,1,1
728,51,509,Applied,2020-01-16,20200116,1,1
729,51,510,Applied,2020-01-14,20200114,1,1
730,51,510,Phone Screen,2020-01-21,20200121,1,1
731,51,510,Interview,2020-01-29,20200129,1,1
732,51,511,Applied,2020-01-16,20200116,1,1
733,51,511,Phone Screen,2020-01-21,20200121,1,1
734,51,512,Applied,2020-01-17,20200117,0,1
735,52,513,Applied,2024-06-24,20240624,0,1
736,52,514,Applied,2024-06-26,20240626,1,1
737,52,515,Applied,2024-06-26,20240626,0,1
738,52,516,Applied,2024-06-23,20240623,1,1
739,52,516,Phone Screen,2024-07-02,20240702,1,1
740,52,517,Applied,2024-06-23,20240623,0,1
741,52,518,Applied,2024-06-23,20240623,1,1
742,52,518,Phone Screen,2024-07-01,20240701,1,1
743,52,518,Interview,2024-07-06,20240706,0,1
744,52,519,Applied,2024-06-24,20240624,1,1
745,52,519,Phone Screen,2024-07-02,20240702,1,1
746,52,519,Interview,2024-07-12,20240712,1,1
747,52,520,Applied,2024-06-25,20240625,1,1
748,52,520,Phone Screen,2024-06-29,20240629,0,1
749,53,521,Applied,2019-12-12,20191212,1,1
750,53,522,Applied,2019-12-12,20191212,0,1
751,53,523,Applied,2019-12-11,20191211,1,1
752,53,523,Phone Screen,2019-12-18,20191218,1,1
753,53,524,Applied,2019-12-12,20191212,1,1
754,53,524,Phone Screen,2019-12-17,20191217,1,1
755,53,524,Interview,2019-12-20,20191220,1,1
756,53,525,Applied,2019-12-11,20191211,1,1
757,53,525,Phone Screen,2019-12-20,20191220,0,1
758,53,526,Applied,2019-12-13,20191213,1,1
759,53,526,Phone Screen,2019-12-20,20191220,1,1
760,53,527,Applied,2019-12-13,20191213,0,1
761,53,528,Applied,2019-12-11,20191211,1,1
762,53,529,Applied,2019-12-10,20191210,0,1
763,53,530,Applied,2019-12-10,20191210,1,1
764,53,530,Phone Screen,2019-12-15,20191215,0,1
765,53,531,Applied,2019-12-11,20191211,1,1
766,53,532,Applied,2019-12-10,20191210,0,1
767,54,533,Applied,2019-08-10,20190810,1,1
768,54,533,Phone Screen,2019-08-17,20190817,0,1
769,54,534,Applied,2019-08-12,20190812,1,1
770,54,534,Phone Screen,2019-08-16,20190816,1,1
771,54,535,Applied,2019-08-12,20190812,0,1
772,54,536,Applied,2019-08-09,20190809,1,1
773,54,536,Phone Screen,2019-08-19,20190819,0,1
774,54,537,Applied,2019-08-11,20190811,1,1
775,54,538,Applied,2019-08-13,20190813,1,1
776,55,539,Applied,2025-03-26,20250326,1,1
777,55,539,Phone Screen,2025-04-01,20250401,1,1
778,55,540,Applied,2025-03-24,20250324,0,1
779,55,541,Applied,2025-03-23,20250323,0,1
780,55,542,Applied,2025-03-23,20250323,0,1
781,55,543,Applied,2025-03-26,20250326,1,1
782,55,543,Phone Screen,2025-03-29,20250329,1,1
783,55,543,Interview,2025-04-07,20250407,1,1
784,55,543,Assessment,2025-04-13,20250413,0,1
785,55,544,Applied,2025-03-25,20250325,1,1
786,55,545,Applied,2025-03-26,20250326,0,1
787,55,546,Applied,2025-03-23,20250323,1,1
788,55,546,Phone Screen,2025-03-26,20250326,1,1
789,55,547,Applied,2025-03-25,20250325,1,1
790,55,547,Phone Screen,2025-03-30,20250330,1,1
791,55,547,Interview,2025-04-03,20250403,1,1
792,55,548,Applied,2025-03-24,20250324,1,1
793,55,549,Applied,2025-03-24,20250324,0,1
794,55,550,Applied,2025-03-27,20250327,1,1
795,55,550,Phone Screen,2025-03-31,20250331,0,1
796,55,551,Applied,2025-03-27,20250327,1,1
797,55,552,Applied,2025-03-24,20250324,1,1
798,55,552,Phone Screen,2025-03-27,20250327,1,1
799,55,553,Applied,2025-03-23,20250323,0,1
800,56,554,Applied,2020-02-06,20200206,1,1
801,56,554,Phone Screen,2020-02-11,20200211,1,1
802,56,555,Applied,2020-02-07,20200207,1,1
803,56,556,Applied,2020-02-06,20200206,0,1
804,56,557,Applied,2020-02-05,20200205,1,1
805,56,557,Phone Screen,2020-02-12,20200212,0,1
806,56,558,Applied,2020-02-08,20200208,0,1
807,56,559,Applied,2020-02-09,20200209,0,1
808,56,560,Applied,2020-02-09,20200209,0,1
809,56,561,Applied,2020-02-08,20200208,1,1
810,56,561,Phone Screen,2020-02-17,20200217,0,1
811,56,562,Applied,2020-02-06,20200206,1,1
812,56,563,Applied,2020-02-05,20200205,1,1
813,56,563,Phone Screen,2020-02-14,20200214,1,1
814,56,563,Interview,2020-02-24,20200224,1,1
815,57,564,Applied,2021-01-20,20210120,0,1
816,57,565,Applied,2021-01-18,20210118,1,1
817,57,565,Phone Screen,2021-01-24,20210124,0,1
818,57,566,Applied,2021-01-20,20210120,1,1
819,57,566,Phone Screen,2021-01-30,20210130,1,1
820,57,567,Applied,2021-01-17,20210117,1,1
821,57,567,Phone Screen,2021-01-21,20210121,1,1
822,57,568,Applied,2021-01-20,20210120,1,1
823,57,568,Phone Screen,2021-01-30,20210130,0,1
824,57,569,Applied,2021-01-20,20210120,1,1
825,58,570,Applied,2024-01-30,20240130,1,1
826,58,570,Phone Screen,2024-02-06,20240206,1,1
827,58,570,Interview,2024-02-14,20240214,1,1
828,58,571,Applied,2024-02-01,20240201,1,1
829,58,572,Applied,2024-02-02,20240202,1,1
830,58,573,Applied,2024-01-31,20240131,1,1
831,58,574,Applied,2024-02-01,20240201,0,1
832,58,575,Applied,2024-01-31,20240131,1,1
833,58,575,Phone Screen,2024-02-09,20240209,1,1
834,59,576,Applied,2023-12-29,20231229,1,1
835,59,576,Phone Screen,2024-01-03,20240103,1,1
836,59,576,Interview,2024-01-09,20240109,1,1
837,59,576,Assessment,2024-01-12,20240112,1,1
838,59,577,Applied,2023-12-27,20231227,1,1
839,59,578,Applied,2023-12-28,20231228,0,1
840,59,579,Applied,2023-12-29,20231229,1,1
841,59,580,Applied,2023-12-28,20231228,0,1
842,59,581,Applied,2023-12-30,20231230,1,1
843,59,581,Phone Screen,2024-01-05,20240105,1,1
844,59,581,Interview,2024-01-15,20240115,0,1
845,59,582,Applied,2023-12-28,20231228,0,1
846,60,583,Applied,2024-07-06,20240706,1,1
847,60,583,Phone Screen,2024-07-13,20240713,1,1
848,60,584,Applied,2024-07-07,20240707,1,1
849,60,585,Applied,2024-07-10,20240710,1,1
850,60,585,Phone Screen,2024-07-19,20240719,1,1
851,60,585,Interview,2024-07-23,20240723,1,1
852,60,586,Applied,2024-07-06,20240706,0,1
853,60,587,Applied,2024-07-07,20240707,0,1
854,60,588,Applied,2024-07-08,20240708,1,1
855,60,588,Phone Screen,2024-07-14,20240714,0,1
856,60,589,Applied,2024-07-09,20240709,1,1
857,60,589,Phone Screen,2024-07-15,20240715,1,1
858,60,589,Interview,2024-07-20,20240720,1,1
859,60,590,Applied,2024-07-06,20240706,0,1
860,60,591,Applied,2024-07-06,20240706,1,1
861,60,592,Applied,2024-07-07,20240707,1,1
862,60,592,Phone Screen,2024-07-12,20240712,1,1
863,61,593,Applied,2021-07-06,20210706,1,1
864,61,594,Applied,2021-07-06,20210706,0,1
865,61,595,Applied,2021-07-04,20210704,0,1
866,61,596,Applied,2021-07-05,20210705,0,1
867,61,597,Applied,2021-07-07,20210707,0,1
868,61,598,Applied,2021-07-08,20210708,1,1
869,61,598,Phone Screen,2021-07-15,20210715,1,1
870,61,598,Interview,2021-07-22,20210722,0,1
871,61,599,Applied,2021-07-08,20210708,0,1
872,61,600,Applied,2021-07-06,20210706,0,1
873,61,601,Applied,2021-07-05,20210705,0,1
874,61,602,Applied,2021-07-06,20210706,1,1
875,61,602,Phone Screen,2021-07-15,20210715,0,1
876,61,603,Applied,2021-07-06,20210706,1,1
877,61,603,Phone Screen,2021-07-16,20210716,1,1
878,61,603,Interview,2021-07-20,20210720,0,1
879,61,604,Applied,2021-07-05,20210705,1,1
880,61,605,Applied,2021-07-06,20210706,0,1
881,61,606,Applied,2021-07-08,20210708,1,1
882,61,606,Phone Screen,2021-07-17,20210717,1,1
883,61,607,Applied,2021-07-05,20210705,0,1
884,62,608,Applied,2023-05-31,20230531,1,1
885,62,608,Phone Screen,2023-06-03,20230603,0,1
886,62,609,Applied,2023-06-01,20230601,0,1
887,62,610,Applied,2023-06-02,20230602,1,1
888,62,610,Phone Screen,2023-06-10,20230610,0,1
889,62,611,Applied,2023-06-02,20230602,0,1
890,62,612,Applied,2023-06-03,20230603,1,1
891,62,613,Applied,2023-06-02,20230602,0,1
892,62,614,Applied,2023-06-01,20230601,0,1
893,62,615,Applied,2023-05-31,20230531,1,1
894,62,616,Applied,2023-05-31,20230531,0,1
895,63,617,Applied,2020-11-11,20201111,0,1
896,63,618,Applied,2020-11-11,20201111,1,1
897,63,618,Phone Screen,2020-11-17,20201117,1,1
898,63,619,Applied,2020-11-13,20201113,0,1
899,63,620,Applied,2020-11-13,20201113,0,1
900,63,621,Applied,2020-11-09,20201109,0,1
901,63,622,Applied,2020-11-13,20201113,0,1
902,63,623,Applied,2020-11-12,20201112,1,1
903,63,624,Applied,2020-11-09,20201109,0,1
904,63,625,Applied,2020-11-12,20201112,0,1
905,63,626,Applied,2020-11-10,20201110,0,1
906,63,627,Applied,2020-11-10,20201110,1,1
907,63,628,Applied,2020-11-13,20201113,1,1
908,63,628,Phone Screen,2020-11-19,20201119,0,1
909,63,629,Applied,2020-11-12,20201112,1,1
910,63,630,Applied,2020-11-11,20201111,0,1
911,64,631,Applied,2022-02-20,20220220,0,1
912,64,632,Applied,2022-02-22,20220222,0,1
913,64,633,Applied,2022-02-23,20220223,1,1
914,64,634,Applied,2022-02-21,20220221,1,1
915,64,634,Phone Screen,2022-03-01,20220301,1,1
916,64,635,Applied,2022-02-20,20220220,1,1
917,64,635,Phone Screen,2022-03-02,20220302,1,1
918,64,635,Interview,2022-03-09,20220309,1,1
919,64,636,Applied,2022-02-23,20220223,1,1
920,64,637,Applied,2022-02-22,20220222,1,1
921,64,637,Phone Screen,2022-02-26,20220226,1,1
922,64,638,Applied,2022-02-20,20220220,1,1
923,64,639,Applied,2022-02-20,20220220,1,1
924,64,639,Phone Screen,2022-03-02,20220302,1,1
925,64,640,Applied,2022-02-22,20220222,1,1
926,65,641,Applied,2022-06-03,20220603,0,1
927,65,642,Applied,2022-06-05,20220605,0,1
928,65,643,Applied,2022-06-01,20220601,1,1
929,65,643,Phone Screen,2022-06-09,20220609,0,1
930,65,644,Applied,2022-06-05,20220605,0,1
931,65,645,Applied,2022-06-03,20220603,0,1
932,65,646,Applied,2022-06-04,20220604,1,1
933,65,646,Phone Screen,2022-06-13,20220613,1,1
934,65,647,Applied,2022-06-01,20220601,0,1
935,65,648,Applied,2022-06-04,20220604,1,1
936,65,649,Applied,2022-06-02,20220602,1,1
937,65,649,Phone Screen,2022-06-08,20220608,1,1
938,65,650,Applied,2022-06-04,20220604,1,1
939,65,651,Applied,2022-06-01,20220601,1,1
940,65,652,Applied,2022-06-04,20220604,0,1
941,66,653,Applied,2025-09-13,20250913,0,1
942,66,654,Applied,2025-09-13,20250913,1,1
943,66,654,Phone Screen,2025-09-22,20250922,0,1
944,66,655,Applied,2025-09-11,20250911,0,1
945,66,656,Applied,2025-09-12,20250912,0,1
946,66,657,Applied,2025-09-12,20250912,0,1
947,66,658,Applied,2025-09-11,20250911,1,1
948,66,658,Phone Screen,2025-09-21,20250921,1,1
949,66,658,Interview,2025-09-24,20250924,1,1
950,66,659,Applied,2025-09-12,20250912,0,1
951,66,660,Applied,2025-09-11,20250911,1,1
952,66,661,Applied,2025-09-13,20250913,1,1
953,66,662,Applied,2025-09-11,20250911,1,1
954,66,663,Applied,2025-09-15,20250915,0,1
955,66,664,Applied,2025-09-15,20250915,0,1
956,66,665,Applied,2025-09-13,20250913,1,1
957,66,665,Phone Screen,2025-09-16,20250916,0,1
958,66,666,Applied,2025-09-11,20250911,1,1
959,66,666,Phone Screen,2025-09-14,20250914,1,1
960,66,666,Interview,2025-09-17,20250917,1,1
961,66,667,Applied,2025-09-14,20250914,1,1
962,66,667,Phone Screen,2025-09-20,20250920,1,1
963,67,668,Applied,2024-01-28,20240128,0,1
964,67,669,Applied,2024-01-26,20240126,0,1
965,67,670,Applied,2024-01-29,20240129,1,1
966,67,671,Applied,2024-01-26,20240126,1,1
967,67,671,Phone Screen,2024-02-04,20240204,1,1
968,68,672,Applied,2022-07-02,20220702,0,1
969,68,673,Applied,2022-07-03,20220703,1,1
970,68,674,Applied,2022-06-30,20220630,1,1
971,68,674,Phone Screen,2022-07-10,20220710,1,1
972,68,675,Applied,2022-07-01,20220701,0,1
973,68,676,Applied,2022-07-04,20220704,0,1
974,68,677,Applied,2022-07-01,20220701,1,1
975,68,678,Applied,2022-06-30,20220630,1,1
976,68,678,Phone Screen,2022-07-06,20220706,1,1
977,68,679,Applied,2022-06-30,20220630,1,1
978,68,679,Phone Screen,2022-07-04,20220704,1,1
979,69,680,Applied,2019-03-16,20190316,1,1
980,69,680,Phone Screen,2019-03-23,20190323,1,1
981,69,680,Interview,2019-03-28,20190328,1,1
982,69,681,Applied,2019-03-16,20190316,1,1
983,69,681,Phone Screen,2019-03-25,20190325,1,1
984,69,682,Applied,2019-03-18,20190318,1,1
985,69,682,Phone Screen,2019-03-25,20190325,1,1
986,69,683,Applied,2019-03-17,20190317,1,1
987,69,683,Phone Screen,2019-03-27,20190327,1,1
988,69,683,Interview,2019-04-06,20190406,0,1
989,69,684,Applied,2019-03-17,20190317,1,1
990,69,684,Phone Screen,2019-03-27,20190327,0,1
991,70,685,Applied,2024-02-11,20240211,1,1
992,70,685,Phone Screen,2024-02-16,20240216,1,1
993,70,686,Applied,2024-02-12,20240212,1,1
994,70,687,Applied,2024-02-10,20240210,0,1
995,70,688,Applied,2024-02-10,20240210,1,1
996,71,689,Applied,2023-02-21,20230221,0,1
997,71,690,Applied,2023-02-21,20230221,0,1
998,71,691,Applied,2023-02-21,20230221,0,1
999,71,692,Applied,2023-02-19,20230219,0,1
1000,71,693,Applied,2023-02-20,20230220,1,1
1001,71,693,Phone Screen,2023-02-26,20230226,0,1
1002,71,694,Applied,2023-02-20,20230220,0,1
1003,71,695,Applied,2023-02-21,20230221,1,1
1004,71,695,Phone Screen,2023-03-01,20230301,1,1
1005,71,696,Applied,2023-02-19,20230219,1,1
1006,71,697,Applied,2023-02-21,20230221,1,1
1007,71,698,Applied,2023-02-17,20230217,1,1
1008,71,699,Applied,2023-02-18,20230218,1,1
1009,71,699,Phone Screen,2023-02-22,20230222,0,1
1010,71,700,Applied,2023-02-21,20230221,1,1
1011,71,700,Phone Screen,2023-02-27,20230227,1,1
1012,71,700,Interview,2023-03-06,20230306,1,1
1013,71,701,Applied,2023-02-21,20230221,0,1
1014,71,702,Applied,2023-02-17,20230217,1,1
1015,71,702,Phone Screen,2023-02-21,20230221,1,1
1016,71,702,Interview,2023-02-27,20230227,1,1
1017,72,703,Applied,2019-03-20,20190320,1,1
1018,72,704,Applied,2019-03-22,20190322,1,1
1019,72,705,Applied,2019-03-22,20190322,0,1
1020,72,706,Applied,2019-03-22,20190322,0,1
1021,72,707,Applied,2019-03-21,20190321,1,1
1022,72,708,Applied,2019-03-21,20190321,1,1
1023,72,709,Applied,2019-03-21,20190321,1,1
1024,72,709,Phone Screen,2019-03-28,20190328,1,1
1025,72,710,Applied,2019-03-20,20190320,0,1
1026,72,711,Applied,2019-03-21,20190321,0,1
1027,72,712,Applied,2019-03-22,20190322,1,1
1028,72,713,Applied,2019-03-21,20190321,1,1
1029,72,713,Phone Screen,2019-03-29,20190329,1,1
1030,72,713,Interview,2019-04-07,20190407,0,1
1031,72,714,Applied,2019-03-21,20190321,1,1
1032,72,714,Phone Screen,2019-03-30,20190330,0,1
1033,72,715,Applied,2019-03-22,20190322,0,1
1034,72,716,Applied,2019-03-24,20190324,0,1
1035,72,717,Applied,2019-03-24,20190324,0,1
1036,73,718,Applied,2025-09-18,20250918,0,1
1037,73,719,Applied,2025-09-17,20250917,0,1
1038,73,720,Applied,2025-09-17,20250917,1,1
1039,73,721,Applied,2025-09-14,20250914,1,1
1040,73,722,Applied,2025-09-18,20250918,0,1
1041,73,723,Applied,2025-09-14,20250914,0,1
1042,74,724,Applied,2025-06-19,20250619,0,1
1043,74,725,Applied,2025-06-19,20250619,0,1
1044,74,726,Applied,2025-06-15,20250615,1,1
1045,74,727,Applied,2025-06-16,20250616,1,1
1046,74,727,Phone Screen,2025-06-20,20250620,1,1
1047,74,728,Applied,2025-06-15,20250615,1,1
1048,75,729,Applied,2019-07-16,20190716,0,1
1049,75,730,Applied,2019-07-14,20190714,1,1
1050,75,730,Phone Screen,2019-07-18,20190718,1,1
1051,75,731,Applied,2019-07-17,20190717,0,1
1052,75,732,Applied,2019-07-16,20190716,1,1
1053,75,732,Phone Screen,2019-07-24,20190724,0,1
1054,76,733,Applied,2022-10-16,20221016,0,1
1055,76,734,Applied,2022-10-16,20221016,0,1
1056,76,735,Applied,2022-10-20,20221020,0,1
1057,76,736,Applied,2022-10-19,20221019,1,1
1058,76,736,Phone Screen,2022-10-27,20221027,1,1
1059,77,737,Applied,2019-06-23,20190623,1,1
1060,77,738,Applied,2019-06-23,20190623,1,1
1061,77,739,Applied,2019-06-25,20190625,1,1
1062,77,739,Phone Screen,2019-06-29,20190629,0,1
1063,77,740,Applied,2019-06-23,20190623,0,1
1064,77,741,Applied,2019-06-23,20190623,1,1
1065,77,741,Phone Screen,2019-07-02,20190702,1,1
1066,77,741,Interview,2019-07-05,20190705,1,1
1067,77,742,Applied,2019-06-23,20190623,0,1
1068,77,743,Applied,2019-06-23,20190623,1,1
1069,77,743,Phone Screen,2019-06-27,20190627,1,1
1070,77,744,Applied,2019-06-23,20190623,1,1
1071,77,745,Applied,2019-06-25,20190625,1,1
1072,78,746,Applied,2020-03-09,20200309,1,1
1073,78,747,Applied,2020-03-06,20200306,0,1
1074,78,748,Applied,2020-03-10,20200310,1,1
1075,78,749,Applied,2020-03-06,20200306,1,1
1076,79,750,Applied,2024-06-02,20240602,0,1
1077,79,751,Applied,2024-06-03,20240603,1,1
1078,79,751,Phone Screen,2024-06-09,20240609,1,1
1079,79,752,Applied,2024-06-02,20240602,1,1
1080,79,752,Phone Screen,2024-06-06,20240606,1,1
1081,79,753,Applied,2024-06-06,20240606,0,1
1082,79,754,Applied,2024-06-04,20240604,1,1
